1.1538,DAC-2004-10(07)-0664.PDF
3.3077,DAC-2004-10(08)-0711.PDF
4.8462,DAC-2004-10(08)-0673.PDF
6,DAC-2004-10(08)-0729.PDF
34.1538,DAC-2004-10(09)-0868.PDF
0.4615,DAC-2004-10(06)-0556.PDF
1.2308,DAC-2004-10(09)-0864.PDF
0.1538,DAC-2004-10(09)-0800.PDF
1.7692,DAC-2004-10(07)-0570.PDF
1.6923,DAC-2004-10(06)-0498.PDF
8.3846,DAC-2004-10(09)-0783.PDF
1.3846,DAC-2004-10(09)-0810.PDF
9.7692,DAC-2004-10(08)-0735.PDF
6.4545,DAC-2006-12(08)-0717.PDF
1.1667,DAC-2005-11(08)-0766.PDF
4.1818,DAC-2006-12(06)-0536.PDF
0.4545,DAC-2006-12(06)-0522.PDF
1.5455,DAC-2006-12(10)-0987.PDF
2.6364,DAC-2006-12(09)-0833.PDF
1.2727,DAC-2006-12(09)-0827.PDF
2.5833,DAC-2005-11(01)-0047.PDF
2.6667,DAC-2005-11(05)-0413.PDF
17.8182,DAC-2006-12(02)-0176.PDF
0.8182,DAC-2006-12(03)-0288.PDF
1.4545,DAC-2006-12(10)-0945.PDF
1,DAC-2006-12(10)-0951.PDF
3.9167,DAC-2005-11(06)-0591.PDF
1.5,DAC-2005-11(07)-0690.PDF
0.1818,DAC-2006-12(07)-0636.PDF
2.5,DAC-2005-11(04)-0303.PDF
10.9167,DAC-2005-11(04)-0315.PDF
0.6667,DAC-2005-11(08)-0767.PDF
1.8182,DAC-2006-12(07)-0608.PDF
0.4167,DAC-2005-11(09)-0841.PDF
2.3333,DAC-2005-11(09)-0869.PDF
2.8182,DAC-2006-12(02)-0161.PDF
15.1667,DAC-2005-11(02)-0111.PDF
4.3333,DAC-2005-11(10)-0921.PDF
5.75,DAC-2005-11(09)-0881.PDF
0.0909,DAC-2006-12(01)-0037.PDF
1.05,DAC-2005-11(06)-0585.PDF
5.9167,DAC-2005-11(07)-0684.PDF
5.7273,DAC-2006-12(04)-0358.PDF
6,DAC-2004-10(10)-0954.PDF
25.3636,DAC-2006-12(03)-0274.PDF
1,DAC-2005-11(02)-0105.PDF
0.4545,DAC-2006-12(03)-0261.PDF
2.3333,DAC-2005-11(01)-0051.PDF
20.3636,DAC-2006-12(10)-0991.PDF
2.3333,DAC-2005-11(08)-0758.PDF
0.6667,DAC-2005-11(07)-0644.PDF
3.5,DAC-2005-11(06)-0579.PDF
2.0833,DAC-2005-11(08)-0760.PDF
7.25,DAC-2005-11(10)-0933.PDF
0.2727,DAC-2006-12(05)-0459.PDF
3.5455,DAC-2006-12(01)-0019.PDF
2.9091,DAC-2006-12(01)-0025.PDF
4.2727,DAC-2006-12(07)-0624.PDF
5.4545,DAC-2006-12(07)-0630.PDF
5.9091,DAC-2006-12(07)-0618.PDF
0.7273,DAC-2006-12(04)-0348.PDF
3,DAC-2006-12(04)-0389.PDF
0.5455,DAC-2006-12(11)-1023.PDF
1.8333,DAC-2005-11(01)-0095.PDF
4,DAC-2005-11(05)-0416.PDF
3.2727,DAC-2006-12(03)-0267.PDF
2.7692,DAC-2004-10(07)-0618.PDF
1.0833,DAC-2005-11(06)-0547.PDF
9.6364,DAC-2006-12(04)-0373.PDF
1.1538,DAC-2004-10(06)-0492.PDF
7.1667,DAC-2005-11(04)-0329.PDF
3.2727,DAC-2006-12(05)-0460.PDF
0.0833,DAC-2005-11(07)-0678.PDF
4,DAC-2005-11(06)-0541.PDF
5.8333,DAC-2005-11(03)-0228.PDF
5.6667,DAC-2005-11(02)-0101.PDF
0.0833,DAC-2005-11(02)-0129.PDF
0.4167,DAC-2005-11(09)-0851.PDF
2.5385,DAC-2004-10(10)-0944.PDF
1.25,DAC-2005-11(09)-0845.PDF
9.2727,DAC-2006-12(01)-0031.PDF
1.2727,DAC-2006-12(11)-1035.PDF
8.3333,DAC-2005-11(08)-0775.PDF
3.6667,DAC-2005-11(06)-0597.PDF
4.3333,DAC-2005-11(02)-0117.PDF
3.6364,DAC-2006-12(05)-0472.PDF
4.8333,DAC-2005-11(05)-0403.PDF
0.8182,DAC-2006-12(10)-0983.PDF
32,DAC-2006-12(06)-0532.PDF
3.4167,DAC-2005-11(06)-0551.PDF
0.5,DAC-2005-11(03)-0214.PDF
1.0833,DAC-2005-11(01)-0043.PDF
1.9167,DAC-2005-11(01)-0057.PDF
5.1818,DAC-2006-12(10)-0997.PDF
29.9091,DAC-2006-12(01)-0069.PDF
3.3846,DAC-2004-10(10)-0934.PDF
2.7273,DAC-2006-12(09)-0893.PDF
1.5,DAC-2005-11(02)-0159.PDF
8,DAC-2006-12(03)-0229.PDF
0.8182,DAC-2006-12(05)-0399.PDF
2.5,DAC-2005-11(01)-0031.PDF
0.4615,DAC-2004-10(09)-0842.PDF
7.7273,DAC-2006-12(06)-0554.PDF
2.3636,DAC-2006-12(06)-0568.PDF
3,DAC-2006-12(08)-0749.PDF
0.7273,DAC-2006-12(08)-0761.PDF
3.1667,DAC-2005-11(07)-0624.PDF
13.8182,DAC-2006-12(07)-0657.PDF
7.9091,DAC-2006-12(06)-0542.PDF
2.3333,DAC-2005-11(01)-0027.PDF
1.0833,DAC-2005-11(05)-0467.PDF
6.0833,DAC-2005-11(03)-0266.PDF
5.8182,DAC-2006-12(02)-0103.PDF
4.7273,DAC-2006-12(10)-0931.PDF
13.9091,DAC-2006-12(01)-0057.PDF
3.4545,DAC-2006-12(01)-0043.PDF
2.9091,DAC-2006-12(07)-0695.PDF
1.8182,DAC-2006-12(04)-0302.PDF
1.5455,DAC-2006-12(01)-0053.PDF
2.4545,DAC-2006-12(05)-0413.PDF
0.75,DAC-2005-11(02)-0163.PDF
1.3636,DAC-2006-12(10)-1009.PDF
2.1818,DAC-2006-12(09)-0857.PDF
5.1667,DAC-2005-11(01)-0037.PDF
1.5455,DAC-2006-12(01)-0085.PDF
5.8182,DAC-2006-12(08)-0773.PDF
22.25,DAC-2005-11(06)-0523.PDF
10.0833,DAC-2005-11(06)-0535.PDF
0.7273,DAC-2006-12(07)-0679.PDF
6.9091,DAC-2006-12(07)-0645.PDF
1,DAC-2006-12(01)-0093.PDF
0.75,DAC-2005-11(05)-0475.PDF
2.1818,DAC-2006-12(03)-0205.PDF
1.25,DAC-2005-11(03)-0260.PDF
1.4167,DAC-2005-11(05)-0439.PDF
13.4167,DAC-2005-11(01)-0083.PDF
6,DAC-2006-12(05)-0429.PDF
4.25,DAC-2005-11(02)-0170.PDF
5.9167,DAC-2005-11(05)-0471.PDF
8.1818,DAC-2006-12(09)-0845.PDF
1.0909,DAC-2006-12(07)-0669.PDF
1.7273,DAC-2006-12(09)-0853.PDF
2.2727,DAC-2006-12(03)-0217.PDF
2,DAC-2006-12(10)-0919.PDF
4.2727,DAC-2006-12(10)-0925.PDF
5.3333,DAC-2005-11(09)-0837.PDF
2.2727,DAC-2006-12(06)-0580.PDF
0.4167,DAC-2005-11(04)-0373.PDF
6.9091,DAC-2006-12(11)-1057.PDF
5.6364,DAC-2006-12(01)-0090.PDF
11.5455,DAC-2006-12(08)-0809.PDF
4,DAC-2005-11(05)-0463.PDF
2.75,DAC-2005-11(01)-0023.PDF
0.6364,DAC-2006-12(11)-1083.PDF
2.8182,DAC-2006-12(05)-0439.PDF
13.2727,DAC-2006-12(03)-0199.PDF
0.5455,DAC-2006-12(11)-1069.PDF
0.6364,DAC-2006-12(01)-0079.PDF
3.6154,DAC-2004-10(10)-0924.PDF
2,DAC-2006-12(06)-0586.PDF
6.0833,DAC-2005-11(04)-0359.PDF
1.4167,DAC-2005-11(07)-0638.PDF
1.6364,DAC-2006-12(07)-0675.PDF
3,DAC-2005-11(01)-0005.PDF
3.1667,DAC-2005-11(05)-0479.PDF
7.3333,DAC-2005-11(05)-0445.PDF
5.6364,DAC-2006-12(09)-0911.PDF
1.8182,DAC-2006-12(03)-0235.PDF
0.25,DAC-2005-11(02)-0186.PDF
4.1667,DAC-2005-11(03)-0244.PDF
2.9091,DAC-2006-12(07)-0701.PDF
6,DAC-2006-12(02)-0121.PDF
2.3636,DAC-2006-12(02)-0109.PDF
7.0769,DAC-2004-10(10)-0928.PDF
0.3077,DAC-2004-10(10)-0900.PDF
3.25,DAC-2005-11(09)-0801.PDF
5.4545,DAC-2006-12(01)-0049.PDF
2.0909,DAC-2006-12(08)-0797.PDF
2.3846,DAC-2004-10(08)-0747.PDF
0.6667,DAC-2005-11(04)-0341.PDF
2.0833,DAC-2005-11(07)-0607.PDF
3.5455,DAC-2006-12(07)-0689.PDF
1.0909,DAC-2006-12(04)-0332.PDF
1.0909,DAC-2006-12(11)-1073.PDF
16.2727,DAC-2006-12(09)-0899.PDF
4.4167,DAC-2005-11(07)-0632.PDF
3.6667,DAC-2005-11(08)-0712.PDF
0.75,DAC-2005-11(08)-0706.PDF
2.1818,DAC-2006-12(02)-0117.PDF
3,DAC-2006-12(10)-0935.PDF
13.2727,DAC-2006-12(02)-0113.PDF
3.75,DAC-2005-11(02)-0176.PDF
1.5455,DAC-2006-12(11)-1095.PDF
18.6364,DAC-2006-12(07)-0651.PDF
1.3636,DAC-2006-12(03)-0211.PDF
0.5833,DAC-2005-11(09)-0789.PDF
1.3636,DAC-2006-12(11)-1109.PDF
11.5,DAC-2005-11(09)-0825.PDF
3.6667,DAC-2005-11(09)-0831.PDF
9.1667,DAC-2005-11(09)-0819.PDF
2.4545,DAC-2006-12(11)-1041.PDF
5.7273,DAC-2006-12(06)-0592.PDF
4,DAC-2006-12(08)-0755.PDF
3.8182,DAC-2006-12(06)-0574.PDF
0.75,DAC-2005-11(05)-0451.PDF
3.4545,DAC-2006-12(09)-0905.PDF
0.3636,DAC-2006-12(10)-1013.PDF
10.3636,DAC-2006-12(08)-0807.PDF
10.75,DAC-2005-11(04)-0369.PDF
43.2727,DAC-2006-12(11)-1047.PDF
0.6364,DAC-2006-12(11)-1053.PDF
0.4167,DAC-2005-11(06)-0521.PDF
1.3636,DAC-2006-12(04)-0326.PDF
8.0833,DAC-2005-11(05)-0485.PDF
0.4545,DAC-2006-12(04)-0314.PDF
2.2727,DAC-2006-12(10)-0939.PDF
2.25,DAC-2005-11(02)-0147.PDF
1.5833,DAC-2005-11(02)-0190.PDF
4.5833,DAC-2005-11(03)-0285.PDF
1.5,DAC-2005-11(03)-0291.PDF
0.1667,DAC-2005-11(09)-0779.PDF
3.3636,DAC-2006-12(11)-1099.PDF
2.8462,DAC-2004-10(09)-0860.PDF
1.1818,DAC-2006-12(06)-0562.PDF
0.9091,DAC-2006-12(07)-0663.PDF
12.75,DAC-2005-11(08)-0726.PDF
3.75,DAC-2005-11(07)-0612.PDF
0.3333,DAC-2005-11(06)-0503.PDF
0.8333,DAC-2005-11(01)-0017.PDF
0.6364,DAC-2006-12(11)-1089.PDF
1.6667,DAC-2005-11(05)-0457.PDF
2.1818,DAC-2006-12(06)-0604.PDF
7.2727,DAC-2006-12(08)-0801.PDF
10.0909,DAC-2006-12(05)-0433.PDF
3.5455,DAC-2006-12(11)-1103.PDF
1.0833,DAC-2005-11(09)-0813.PDF
2.3636,DAC-2006-12(11)-1063.PDF
0.3636,DAC-2006-12(11)-1077.PDF
6.0909,DAC-2006-12(08)-0785.PDF
5.2727,DAC-2006-12(08)-0791.PDF
10.25,DAC-2005-11(04)-0353.PDF
4,DAC-2005-11(04)-0379.PDF
8.7273,DAC-2006-12(04)-0320.PDF
5,DAC-2006-12(02)-0137.PDF
0.25,DAC-2005-11(02)-0153.PDF
2.3636,DAC-2006-12(09)-0867.PDF
2.0833,DAC-2005-11(04)-0385.PDF
0.9167,DAC-2005-11(04)-0391.PDF
5.4167,DAC-2005-11(09)-0783.PDF
1.0909,DAC-2006-12(01)-0073.PDF
0.1538,DAC-2004-10(06)-0562.PDF
3.75,DAC-2005-11(04)-0345.PDF
7.8182,DAC-2006-12(04)-0308.PDF
2.7692,DAC-2004-10(10)-0904.PDF
3.2727,DAC-2006-12(11)-1115.PDF
11.75,DAC-2005-11(09)-0795.PDF
1.5833,DAC-2005-11(05)-0497.PDF
2.1818,DAC-2006-12(05)-0419.PDF
3.0909,DAC-2006-12(02)-0131.PDF
0.5,DAC-2005-11(03)-0240.PDF
0.4167,DAC-2005-11(02)-0141.PDF
1.0909,DAC-2006-12(04)-0296.PDF
2.1818,DAC-2006-12(10)-1003.PDF
4.0833,DAC-2005-11(02)-0182.PDF
6.4167,DAC-2005-11(02)-0196.PDF
6,DAC-2006-12(09)-0915.PDF
27.6364,DAC-2006-12(09)-0849.PDF
0.3636,DAC-2006-12(06)-0558.PDF
2.4167,DAC-2005-11(08)-0720.PDF
2.3636,DAC-2006-12(08)-0779.PDF
2.0909,DAC-2006-12(04)-0385.PDF
2.8333,DAC-2005-11(09)-0863.PDF
6.9091,DAC-2006-12(01)-0003.PDF
1.5455,DAC-2006-12(10)-0971.PDF
0.5455,DAC-2006-12(10)-0965.PDF
7.1818,DAC-2006-12(10)-0959.PDF
0.5833,DAC-2005-11(05)-0397.PDF
7.0909,DAC-2006-12(02)-0143.PDF
2.2308,DAC-2004-10(08)-0678.PDF
1.0909,DAC-2006-12(03)-0223.PDF
3.8182,DAC-2006-12(09)-0873.PDF
8.8333,DAC-2005-11(01)-0002.PDF
0.2727,DAC-2006-12(09)-0889.PDF
1.25,DAC-2005-11(07)-0603.PDF
1,DAC-2006-12(07)-0705.PDF
0.1818,DAC-2006-12(10)-1017.PDF
2.4167,DAC-2005-11(06)-0529.PDF
5.75,DAC-2005-11(06)-0515.PDF
8.9091,DAC-2006-12(03)-0280.PDF
0.5455,DAC-2006-12(03)-0257.PDF
0.6923,DAC-2004-10(09)-0814.PDF
6.0909,DAC-2006-12(06)-0502.PDF
0.4545,DAC-2006-12(06)-0516.PDF
4.0909,DAC-2006-12(08)-0737.PDF
0.0833,DAC-2005-11(07)-0672.PDF
0.6667,DAC-2005-11(07)-0670.PDF
23.8333,DAC-2005-11(06)-0559.PDF
3.6667,DAC-2005-11(06)-0571.PDF
2.8333,DAC-2005-11(08)-0750.PDF
0.1818,DAC-2006-12(04)-0379.PDF
10.4545,DAC-2006-12(09)-0839.PDF
18.75,DAC-2005-11(01)-0071.PDF
0.8182,DAC-2006-12(03)-0241.PDF
1.0833,DAC-2005-11(03)-0218.PDF
1.9231,DAC-2004-10(06)-0472.PDF
2.2727,DAC-2006-12(05)-0496.PDF
2.4545,DAC-2006-12(08)-0743.PDF
3.25,DAC-2005-11(09)-0807.PDF
1.3333,DAC-2005-11(03)-0254.PDF
3.4167,DAC-2005-11(05)-0433.PDF
1.0833,DAC-2005-11(10)-0901.PDF
3.3636,DAC-2006-12(08)-0723.PDF
11.5455,DAC-2006-12(02)-0155.PDF
1.2727,DAC-2006-12(05)-0455.PDF
3.4615,DAC-2004-10(10)-0948.PDF
3.8333,DAC-2005-11(09)-0875.PDF
9.7692,DAC-2004-10(10)-0960.PDF
5,DAC-2006-12(04)-0344.PDF
13.6667,DAC-2005-11(04)-0309.PDF
7.1818,DAC-2006-12(04)-0393.PDF
10,DAC-2005-11(04)-0335.PDF
8,DAC-2005-11(04)-0321.PDF
0.9167,DAC-2005-11(08)-0769.PDF
2.0909,DAC-2006-12(05)-0451.PDF
0.6364,DAC-2006-12(03)-0286.PDF
2.1818,DAC-2006-12(03)-0292.PDF
4.1818,DAC-2006-12(02)-0193.PDF
3.5,DAC-2005-11(03)-0208.PDF
2.9167,DAC-2005-11(05)-0421.PDF
1.6364,DAC-2006-12(09)-0815.PDF
2.9231,DAC-2004-10(09)-0806.PDF
0.5833,DAC-2005-11(08)-0754.PDF
5.1818,DAC-2006-12(07)-0639.PDF
0.1667,DAC-2005-11(06)-0549.PDF
2.8462,DAC-2004-10(07)-0602.PDF
5.8333,DAC-2005-11(06)-0575.PDF
2.7273,DAC-2006-12(08)-0727.PDF
5.3636,DAC-2006-12(06)-0506.PDF
6.5385,DAC-2004-10(09)-0838.PDF
0.1667,DAC-2005-11(10)-0939.PDF
3.4167,DAC-2005-11(10)-0905.PDF
8,DAC-2006-12(03)-0247.PDF
6.2727,DAC-2006-12(03)-0253.PDF
0.75,DAC-2005-11(02)-0123.PDF
7.0833,DAC-2005-11(03)-0222.PDF
2.1818,DAC-2006-12(05)-0484.PDF
2.2727,DAC-2006-12(05)-0490.PDF
10.1667,DAC-2005-11(01)-0089.PDF
27.8182,DAC-2006-12(01)-0007.PDF
1.5455,DAC-2006-12(07)-0612.PDF
8.4615,DAC-2004-10(06)-0514.PDF
0.4167,DAC-2005-11(08)-0696.PDF
1.3333,DAC-2005-11(07)-0664.PDF
1.6667,DAC-2005-11(04)-0325.PDF
9.3077,DAC-2004-10(08)-0723.PDF
1.7273,DAC-2006-12(05)-0445.PDF
11.3333,DAC-2005-11(05)-0409.PDF
2.3636,DAC-2006-12(08)-0731.PDF
2.3333,DAC-2005-11(01)-0063.PDF
6.4167,DAC-2005-11(06)-0565.PDF
0.6364,DAC-2006-12(11)-1029.PDF
1.8182,DAC-2006-12(10)-0977.PDF
0.5,DAC-2005-11(07)-0674.PDF
13.2727,DAC-2006-12(01)-0013.PDF
2.4545,DAC-2006-12(06)-0510.PDF
1.7273,DAC-2006-12(05)-0478.PDF
17.0833,DAC-2005-11(01)-0077.PDF
0,DAC-2004-10(06)-0543.PDF
0,DAC-2004-10(10)-0940.PDF
4.6667,DAC-2005-11(03)-0202.PDF
0,DAC-2005-11(02)-0167.PDF
6.875,DAC-2005-11(01)-0011.PDF
1.6154,DAC-2004-10(08)-0741.PDF
0.0833,DAC-2005-11(02)-0168.PDF
0.0833,DAC-2005-11(01)-0001.PDF
21.25,DAC-2005-11(02)-0135.PDF
0.6923,DAC-2004-10(07)-0588.PDF
1.4167,DAC-2005-11(06)-0553.PDF
0.25,DAC-2005-11(01)-0069.PDF
39.6667,DAC-2005-11(04)-0349.PDF
0.0833,DAC-2005-11(03)-0270.PDF
4.0769,DAC-2004-10(08)-0761.PDF
3,DAC-2005-11(06)-0509.PDF
0.5,DAC-2005-11(03)-0248.PDF
5.0833,DAC-2005-11(03)-0275.PDF
0.5833,DAC-2005-11(05)-0491.PDF
9.8333,DAC-2005-11(03)-0281.PDF
8.5,DAC-2005-11(07)-0628.PDF
2.5,DAC-2005-11(04)-0297.PDF
8.0833,DAC-2005-11(03)-0234.PDF
9.6667,DAC-2005-11(07)-0652.PDF
0.75,DAC-2005-11(09)-0857.PDF
2.4167,DAC-2005-11(10)-0895.PDF
6.9167,DAC-2005-11(08)-0762.PDF
0.8333,DAC-2005-11(10)-0943.PDF
1.0833,DAC-2005-11(07)-0618.PDF
3.1667,DAC-2005-11(08)-0716.PDF
0,DAC-2005-11(03)-0274.PDF
6,DAC-2006-12(01)-0063.PDF
0.5833,DAC-2005-11(08)-0732.PDF
3,DAC-2005-11(10)-0915.PDF
0.1667,DAC-2005-11(08)-0744.PDF
0.0909,DAC-2006-12(02)-0188.PDF
1.4545,DAC-2006-12(04)-0364.PDF
3,DAC-2006-12(02)-0149.PDF
1.8182,DAC-2006-12(08)-0711.PDF
64.5455,DAC-2006-12(09)-0821.PDF
0,DAC-2006-12(02)-0173.PDF
2,DAC-2006-12(04)-0338.PDF
1.0909,DAC-2006-12(09)-0879.PDF
10.3333,DAC-2005-11(08)-0738.PDF
0.4545,DAC-2006-12(09)-0885.PDF
15.1818,DAC-2006-12(08)-0767.PDF
65.3333,DAC-2005-11(08)-0700.PDF
4.0909,DAC-2006-12(06)-0548.PDF
0,DAC-2006-12(01)-0077.PDF
0.3636,DAC-2006-12(09)-0863.PDF
0.1667,DAC-2005-11(04)-0351.PDF
66.2727,DAC-2006-12(11)-1061.PDF
6.1818,DAC-2006-12(05)-0425.PDF
0.7273,DAC-2006-12(02)-0125.PDF
35.25,DAC-2005-11(07)-0658.PDF
0.1818,DAC-2006-12(06)-0528.PDF
1.1818,DAC-2006-12(02)-0182.PDF
0,DAC-2004-10(07)-0614.PDF
55.3333,DAC-2005-11(10)-0909.PDF
23.1818,DAC-2006-12(08)-0805.PDF
1.8182,DAC-2006-12(06)-0598.PDF
3.1818,DAC-2006-12(04)-0352.PDF
3.25,DAC-2005-11(08)-0764.PDF
1.8182,DAC-2006-12(02)-0167.PDF
0,DAC-2006-12(03)-0273.PDF
0,DAC-2006-12(07)-0683.PDF
2.75,DAC-2005-11(04)-0365.PDF
1.5833,DAC-2005-11(10)-0889.PDF
5.25,DAC-2005-11(07)-0648.PDF
0,DAC-2006-12(03)-0290.PDF
0,DAC-2004-10(08)-0698.PDF
0,DAC-2004-10(07)-0622.PDF
0,DAC-2005-11(10)-0927.PDF
0,DAC-2005-11(09)-0887.PDF
0,DAC-2006-12(10)-0955.PDF
0,DAC-2006-12(05)-0405.PDF
0,DAC-2005-11(03)-0289.PDF
0,DAC-2006-12(04)-0372.PDF
0,DAC-2006-12(01)-0001.PDF
0,DAC-2006-12(02)-0174.PDF
0.9091,DAC-2006-12(04)-0370.PDF
